speaker,timestamp,words,spanish,tags
Thomas Murillo,[01:44:35:17],"And so that's how I was able to, avoid being shot at by Japanese, German soldiers. And, at the time, I kind of feel guilty because I got a lot of my buddies from here or getting shot up there. I was working in the office, but then I started remembering those days when they couldn't hire me here.","Y así fue como evité que me dispararan soldados japoneses y alemanes. Y, en ese momento, me sentí un poco culpable porque muchos de mis amigos eran de aquí o recibían disparos de allá. Trabajaba en la oficina, pero luego empecé a recordar aquellos días en que no podían contratarme.",japan;germany
Thomas Murillo,[01:45:06:26],"And I couldn't swim in this YMCA because I was rescued. I said, well, actually, I don't have that big a stake in this war. And and I start feeling guilty because, if, that's the way it is, you know, I'm not an American. If I'm not ready, what the hell businesses do? I have been, killed for this country.","Y no podía nadar en la YMCA porque me rescataron. Pensé: «Bueno, en realidad, no tengo mucho interés en esta guerra». Y empecé a sentirme culpable porque, si así son las cosas, no soy estadounidense. Si no estoy listo, ¿qué demonios hacen las empresas? Me han matado por este país.",conflict
Thomas Murillo,[01:45:29:29],"You know, I came to peace with that, you know, and, I, I didn't choose the branch of service to go, and I could have easily.","Ya sabes, acepté eso, ya sabes, y yo no elegí la rama de servicio a la que ir, y podría haberlo hecho fácilmente.",
Unknown,[01:45:40:02],Got in the country.,Entré en el país.,
Thomas Murillo,[01:45:45:27],"I did start to sidestep that suggestion that I go see. Yes, because I know I would wound up being treated. So I, it was just a matter of luck, and that's all it was. And I didn't I didn't pull the cards from the deck. Somebody else did.","Empecé a eludir la sugerencia de ir a ver. Sí, porque sabía que me tratarían. Así que fue solo cuestión de suerte, y nada más. Y no saqué las cartas de la baraja. Lo hizo otra persona.",health
Angela Luckey,[01:46:08:23],So in the office work. What kind of work?,"Entonces, en el trabajo de oficina. ¿Qué tipo de trabajo?",
Thomas Murillo,[01:46:11:13],"Well, I was raised as a typist, and I, you know, I did, I wrote letters, typed letters and, Even, translated the articles of war through. So it's this one guy's from Mexico and the guy in trouble, and he was given a punishment to come on mission consist of walking up and down the country area for field, packing them on the rifle.","Bueno, me crié como mecanógrafo, y, ya sabes, lo hacía. Escribía cartas, las mecanografiaba e incluso traducía los artículos de guerra. Así que hay un tipo de México que está en problemas y le dieron un castigo por ir a una misión que consistía en recorrer el campo, cargando las armas en el rifle.",conflict;mexico;recreation
Thomas Murillo,[01:46:43:02],"This was his punishment. I don't remember what he did. He got drunk and he got in the fight or something. Later on he tried to pick one on me. But anyway, he said he didn't understand what his sentence was. So they asked me to write articles of war in Spanish, which I did. So, you know, that was kind of stuff like, I, I did, and you know what?","Este fue su castigo. No recuerdo qué hizo. Se emborrachó y se metió en la pelea o algo así. Después intentó burlarse de mí. Pero bueno, dijo que no entendía cuál era su sentencia. Así que me pidieron que escribiera artículos de guerra en español, y lo hice. Así que, ya sabes, fue algo así como... lo hice, ¿y sabes qué?",conflict
Thomas Murillo,[01:47:06:14],"Guys like that, they come in, get in trouble. You know, they'd be up in the mountains for a long time, and then they come down for one reason or another, and they'd go downtown Skagway and get drunk, and you'd get in fights, breaks out. So they'd make a guard house and then piece of them in and then, you know, Ken, the captain invested.","Tipos como esos llegan y se meten en problemas. Sabes, pasan mucho tiempo en las montañas, y luego bajan por una razón u otra, van al centro de Skagway y se emborrachan, y te metes en peleas, se escapan. Así que construyen un puesto de guardia y luego los meten en una pelea, y luego, ya sabes, Ken, el capitán, se involucró.",environment
Thomas Murillo,[01:47:30:13],sit in judgment. So a lot he couldn't understand what it was all about. So that's where they used me.,Sentarse en el juicio. Tanto que no podía entender de qué se trataba. Así que ahí fue donde me usaron.,
Thomas Murillo,[01:47:39:08],"And it was that had to work. And keeping records was like, they were laying a new rail line someplace up in the mountains there, and I had to keep a progress report. How many times a plane and how many rail they made each day. Things like that.","Y era lo que tenía que funcionar. Llevar registros era como si estuvieran construyendo una nueva línea ferroviaria en las montañas, y yo tenía que llevar un informe del progreso. Cuántas veces por avión y cuántos trenes hacían cada día. Cosas así.",environment
Angela Luckey,[01:48:04:02],"Did you tell me that there were some soldiers that were drafted, some Mexican guys that were not citizens?","¿Me dijiste que había algunos soldados que fueron reclutados, algunos mexicanos que no eran ciudadanos?",mexico
Thomas Murillo,[01:48:11:05],"Yeah, that one guy. That one little guy. I can't think his name right now. Yeah, he was from Japan. And, he could hardly speak. English. And, that's, you know, another guy named George. Really nice guy from. Chicago. But he was from Mexico.","Sí, ese tipo. Ese pequeñito. No recuerdo su nombre ahora mismo. Sí, era de Japón. Y apenas hablaba inglés. Y ese era, ya sabes, otro tipo llamado George. Un tipo muy majo de Chicago. Pero era de México.",japan;mexico
Angela Luckey,[01:48:39:23],"And, well, they take 1 or 2, or they were.","Y bueno, se llevan 1 o 2, o lo eran.",
Thomas Murillo,[01:48:42:27],Just.,Justo.,
Angela Luckey,[01:48:44:00],What happened to draft and they didn't have.,¿Qué pasó con el draft y no lo tuvieron?,
Thomas Murillo,[01:48:46:15],"They do. I mean, my two brothers were not citizens, and they were both of my, my oldest brother was one of the first guys drafted here in town. But, again, that was another job that I got was, they made it easy for these guys to get their citizenship and what they had to do there, what we did, there's, we get on the train.","Sí. Mis dos hermanos no eran ciudadanos, y mi hermano mayor fue uno de los primeros reclutados aquí en la ciudad. Pero, repito, ese fue otro trabajo que conseguí: les facilitaron la ciudadanía, y lo que tuvieron que hacer allí, lo que hicimos, fue subirnos al tren.",family;migration
Thomas Murillo,[01:49:10:26],"The trains ran from Skagway across the border into Canada, not from the Yukon Territory. And they would have to get on the train and cross the Canadian border to go into Canada and then go back across into Alaska. And at that point, then they had crossed into the United States, and that time they were given, their citizenship.","Los trenes salían de Skagway y cruzaban la frontera hacia Canadá, no del territorio del Yukón. Tenían que subirse al tren y cruzar la frontera canadiense para llegar a Canadá y luego regresar a Alaska. En ese punto, ya habían cruzado a Estados Unidos, y entonces se les concedió la ciudadanía.",migration;canada
Thomas Murillo,[01:49:37:21],"It was simple as that. So, perhaps it was something that had been. Caused by the war. And it was made easy for these guys. I, I never did ask the two brothers how they went about it. I know how they got their citizenship to.",Fue así de simple. Quizás fue algo causado por la guerra. Y se lo puso fácil a estos tipos. Nunca les pregunté a los dos hermanos cómo lo lograron. Sé cómo obtuvieron su ciudadanía.,conflict;migration
Angela Luckey,[01:50:00:05],"And you said, that you were used for translating the law. It is. Your relatives speak Spanish important to you?",Y dijiste que te utilizaban para traducir la ley. Lo es. ¿Tus familiares hablan español? ¿Es importante para ti?,
Thomas Murillo,[01:50:10:04],"Yeah. Yeah, I I'm sorry, but it's Texans that because we feel that way? Yeah. I just can't see this carrying on conversation, jumping from word from one language to the other. You go along with it. Fine. And then kind of calling yourself bilingual. I just don't think that's bilingual around easy you can speak to line is completely cut and, if you can't do, any business, call yourself bilingual.","Sí. Sí, lo siento, pero ¿somos tejanos porque nos sentimos así? Sí. No me imagino esta conversación interminable, saltando de un idioma a otro. Sigues adelante. Bien. Y luego te consideras bilingüe. No creo que sea bilingüe cuando se habla con facilidad. Se corta la línea por completo. Y si no puedes hacer negocios, te consideras bilingüe.",
Thomas Murillo,[01:50:40:19],"But. No, I met this guy in León.","Pero no, conocí a este tipo en Leona.",
Thomas Murillo,[01:50:46:25],"Once. I guess it was that year ago, and I went to Mexico. We were in this bus station and I started talking to this guy who's American who spoke Spanish. He lived there. And then all of a sudden, in conversation, he says, you're not, Mexican. He said something about, why are you saying here? You said.","Una vez. Supongo que fue hace un año, y fui a México. Estábamos en una estación de autobuses y empecé a hablar con un tipo estadounidense que hablaba español. Vivía allí. Y de repente, en la conversación, me dijo: «No eres mexicano». Dijo algo sobre: ​​«¿Por qué dices que estás aquí?». Dijiste.",mexico
Thomas Murillo,[01:51:12:12],"He said, yeah. And you don't speak Spanish like a Mexican? Mexican because I speak Spanish. Right. And something like that. And it, it got me pretty upset. And when we got back to California. Now, I'm not gonna let you get away from me, so I'm going to. This is 1964, right? I decided I was going to make an effort to, try and retain what I already had and maybe improve on it.","Dijo que sí. ¿Y no hablas español como un mexicano? Mexicano porque yo hablo español. Claro. Y algo así. Y me molestó bastante. Y cuando volvimos a California... Bueno, no voy a dejar que te alejes de mí, así que lo haré. Estamos en 1964, ¿no? Decidí que iba a esforzarme por conservar lo que ya sabía y tal vez mejorarlo.",mexico
Thomas Murillo,[01:51:47:19],"The American,","El americano,",
Thomas Murillo,[01:51:52:24],"The matter of my being born being Mexican also was, Inspired, if you want to call it that, by a guy during the war. He was from Mississippi and there were seven horse races. There are. He told me one day that, as soon as this country was finished with the Germans projects, they were going to take care of the Mexicans to.","El hecho de que yo naciera mexicano también fue inspirado, si se quiere llamar así, por un hombre durante la guerra. Era de Mississippi y había siete carreras de caballos. Las hay. Un día me dijo que, en cuanto este país terminara con los proyectos alemanes, también se encargarían de los mexicanos.",mexico;conflict;wildlife;health
Thomas Murillo,[01:52:22:14],"And, it increasingly enraged me more because I didn't know what to say. I didn't know how to answer. And then the more I thought about, the more I said, well, one reason is because you know what being Mexican is. And so I grew. When this war is over, my Mexican wait for that. And some people he comes across.","Y me enfurecía cada vez más porque no sabía qué decir. No sabía cómo responder. Y cuanto más lo pensaba, más decía: «Bueno, una de las razones es porque sabes lo que es ser mexicano». Y así crecí. Cuando esta guerra termine, mi mexicano espera eso. Y con algunas personas se cruza.",mexico;conflict
Thomas Murillo,[01:52:52:20],"But more than that, going for it. That's what this is all about. So, they didn't go to Mexico, but I did go in 1951 and the first time I saw those pyramids that they had to work on, and that's when I knew what being a Mexican was all about at that time, I was I to study all I can about being Mexican, about Mexican history, but I don't know what the hell to talk when somebody says that to you.","Pero más que eso, ir a por ello. De eso se trata. Ellos no fueron a México, pero yo sí fui en 1951 y la primera vez que vi esas pirámides en las que tenían que trabajar, y fue entonces cuando supe lo que significaba ser mexicano en aquella época. Estudié todo lo que pude sobre ser mexicano, sobre la historia mexicana, pero no sé qué demonios decir cuando alguien te dice eso.",mexico;education
Thomas Murillo,[01:53:22:14],Now have an answer. Let's see. And that's what that's what what impelled me to study Mexican history. To study everything I could about it. And I studied.,Ahora tengo una respuesta. Veamos. Y eso fue lo que me impulsó a estudiar historia de México. A estudiar todo lo que pude sobre ella. Y estudié.,education;mexico
Angela Luckey,[01:53:42:04],"Said important to your daughter, to Spanish speaking Spanish in the culture?","¿Dijo importante para tu hija, el hablar español en la cultura española?",culture
Thomas Murillo,[01:53:47:17],"No, she does speak French. She's very much, a student of the culture teaching. But, she's the Spanish is because she doesn't, all of the years have gone by, she's let it go by, they call it procrastination, and she certainly has interest in it. She can understand something glorious, you understand? But, she she doesn't know anything about it, but picking it up.","No, ella sí habla francés. Es una estudiosa de la cultura de la enseñanza. Pero es española porque no lo hace, han pasado los años, lo ha dejado pasar, lo llaman procrastinación, y ciertamente le interesa. Puede entender algo glorioso, ¿entiendes? Pero no sabe nada al respecto, pero lo está aprendiendo.",france;education;culture
Thomas Murillo,[01:54:21:15],"But all the rest of it. Yeah, she the music, the food, she likes, you know, going to she really enjoyed going down this archeological places. So she's gotten that much out of the.","Pero todo lo demás. Sí, la música, la comida, le gusta, ya sabes, ir a... disfrutaba mucho visitar estos sitios arqueológicos. Así que ha sacado mucho provecho de...",art
Angela Luckey,[01:54:39:09],"Where have you traveled in Mexico? Where have you traveled this?","Pésimo viaje en México, ¿A dónde has viajado así?",mexico
Thomas Murillo,[01:54:44:04],"Well, where are you from? The north to the south and east to the west. going through. Right. Juarez. All the way down to Yucatan. The border is out to my right. And from the cruise to, wireless, which are on the Pacific. I haven't gone to a good book. and that's, you know, there's nothing there that interests me.","Bueno, ¿de dónde eres? Del norte al sur y del este al oeste. Atravesando. Claro. Juárez. Hasta Yucatán. La frontera está a mi derecha. Y desde el crucero hasta la conexión inalámbrica, que están en el Pacífico. No he consultado ningún buen libro. Y, ya sabes, no hay nada que me interese.",migration
Thomas Murillo,[01:55:13:05],"there's nothing historic that I can think of. And everybody wants to go without a book all the way out in the sun and get a tan. And I tell people, hell, I got my of standard equipment or, you know, I don't have to go to Homestead Beach to get a tan. and, I've been as close to this Tuscan passage for I, I want to go back up close to me, it means wealth and a wealthy person.","No se me ocurre nada histórico. Y todos quieren salir al sol sin un libro y broncearse. Y les digo: «¡Rayos! Tengo mi equipo estándar, o, ya saben, no tengo que ir a Homestead Beach para broncearme». Y he estado tan cerca de este pasaje toscano desde que... quiero volver a estar cerca de mí; significa riqueza y una persona adinerada.",agriculture;recreation
Thomas Murillo,[01:55:41:24],"And I don't mean that I've done that. I cruise. Oh, that, that's really that's on the blanks, I think. Yeah, that hits me just right. A lot of good seafood buffet and great music. Yeah. Every day new music starts done. Plus, just goes on till midnight. I like it, I like the very hot in the backwoods.","Y no quiero decir que ya lo haya hecho. Me gusta navegar. Ah, eso es lo que realmente está en los espacios en blanco, creo. Sí, me ha dado justo en el clavo. Un buen bufé de mariscos y buena música. Sí. Cada día empieza música nueva. Además, sigue hasta la medianoche. Me gusta, me gusta el calorcito del bosque.",art
Thomas Murillo,[01:56:13:23],"Then you could turn on. I could, because those people really are different. Different from us, from you, from you and from me. I sit there and I'm listening, talking and their mind language. And I say, how kind of we're brothers. How come I don't understand? Interesting is because they're speaking mind, you see, very tiny people, and their history is very fascinating.","Entonces podrías conectarte. Yo podría, porque esas personas son realmente diferentes. Diferentes de nosotros, de ti, de ti y de mí. Me siento allí y escucho, hablando con su lenguaje mental. Y digo: ""¡Qué hermanos somos!"". ¿Por qué no entiendo? Lo interesante es que hablan con la mente, ¿sabes? Son personas muy pequeñas, y su historia es fascinante.",
Thomas Murillo,[01:56:45:09],"and, yeah, I, like you could tell so many archeological, zones to go to. This fascinates me. God, last year we to my school with intention was only the intention of going stay to work workload to research our family. Well, I also wanted to go to Yucatan, so I put the horse we recorded we had in the car.","Y sí, como se puede imaginar, hay muchas zonas arqueológicas para visitar. Esto me fascina. Dios mío, el año pasado fuimos a la escuela con la única intención de ir a trabajar para investigar a nuestra familia. Bueno, también quería ir a Yucatán, así que metí el caballo que grabamos en el auto.",education;family;wildlife
Thomas Murillo,[01:57:13:03],"I went to town first, and then I stayed. So on that by the time I started back, I didn't have time to go to one.","Primero fui al pueblo y luego me quedé. Así que, para cuando regresé, no tuve tiempo de ir a ninguno.",
Angela Luckey,[01:57:23:10],"I'm planning to go to summer, but.","Estoy planeando ir al verano, pero.",
Thomas Murillo,[01:57:26:29],"in fact, she just brought it up today, and, I told her I'm not in any hurry. Rather, we got this work done and, in the fall would be all right. And, my youngest brother, I think, wants to go with me, but I told going on, I can only tell you that it will be between now and the end of the year, because I don't want to say I want to go.","De hecho, lo mencionó hoy mismo, y le dije que no tenía prisa. Al contrario, ya terminamos este trabajo y que en otoño estaría todo bien. Y creo que mi hermano menor quiere ir conmigo, pero le dije que solo puedo decirte que será entre ahora y fin de año, porque no quiero decir que quiero ir.",family
Thomas Murillo,[01:57:52:27],"I want to hold him up waiting on me because I'm, you know, I'm no longer meeting any schedules. But, of course, that's what worked against me when I went to Mexico. And I wasn't working against any schedules. And but I got my time out and I was down $2 when I got.","Quiero entretenerlo mientras me espera porque, ya sabes, ya no cumplo con ningún horario. Pero, claro, eso fue lo que me jugó en contra cuando fui a México. Y no estaba trabajando contra ningún horario. Pero conseguí mi tiempo libre y perdí $2 cuando llegué.",mexico
Thomas Murillo,[01:58:15:27],"To 30. But, you know, that's from having from not having my services invite me in, but I just didn't arrangement schedule, my itinerary set. Well I didn't a lot of travel time see. And they really caught up with you.","Hasta los 30. Pero, ya sabes, eso se debe a que mis servicios no me invitaron, pero simplemente no preparé un horario ni un itinerario. Bueno, no tuve mucho tiempo para viajar. Y realmente te alcanzaron.",
Angela Luckey,[01:58:34:19],Is it looks like we just have a little bit left. And I didn't ask you about the discrimination. Maybe you or your family experience in Pocatello.,Parece que nos queda poco. Y no te pregunté sobre la discriminación. Quizás tú o tu familia sufrieron en Pocatello.,family;pocatello
Thomas Murillo,[01:58:47:05],"It wasn't it wasn't talked about very much again. And I think it's not I think that it wasn't because they it was an experience or because one thing we slept in under the rug, it's because we,",No fue... no se volvió a hablar mucho de ello. Y creo que no fue porque fuera una experiencia o porque algo que hubiéramos ocultado bajo la alfombra... es porque...,
Thomas Murillo,[01:59:09:08],"We mixed among ourselves and, again, you know, told you back when they turned me down for the job. Yeah. the railroad, that, freight house. And as an apprentice machinist, when I was proposed to the Union by this guy. And then they didn't allow me to use that, swimming pool at the one and see, you know, my father paid a subsidy and for this paycheck.","Nos mezclamos y, de nuevo, ya sabes, te lo conté cuando me rechazaron para el trabajo. Sí. El ferrocarril, eso, el almacén de carga. Y como aprendiz de maquinista, cuando un tipo me propuso entrar al sindicato. Y luego no me permitieron usar esa piscina en la que estaba, y mira, mi padre pagaba un subsidio y por este sueldo.",railroads and transportation;labor;recreation;family
Thomas Murillo,[01:59:45:19],"And I know that it happened to other guys, too. at the same time, other Mexicans who are lighter skinned or like you, you see.","Y yo sé que a otros chavos también les pasó, al mismo tiempo, a otros mexicanos que son más claros o como tú, ya ves.",
Angela Luckey,[01:59:55:07],"What a lot of that like to see, and.","A muchos les gusta ver esto, y...",
Thomas Murillo,[01:59:57:25],"Oh, yeah. And, soda fountain in the early in the early, Way back when I was, you know, I might have been ten, 11, 12 years old. And, something happened at the Strand Theater. I don't know what they told me, what they tried to do. Me and I got mad, and I told this friend of mine, he was a Basque, and I told him about it, and he said, you go tell them that your money is as good as anybody else's money.","Ah, sí. Y, en la fuente de sodas a principios de los años... allá por cuando tenía, ya sabes, unos diez, once o doce años. Y algo pasó en el Teatro Strand. No sé qué me dijeron, qué intentaron hacer. Me enfadé mucho, y se lo conté a un amigo vasco, y me dijo: «Ve y diles que tu dinero vale tanto como el de cualquier otro».",food and drink;art;basque
Thomas Murillo,[02:00:28:05],"Well, I didn't do that because I just didn't show my face anymore. and then over here at the at the Rialto, the East Side theater. Oh, man. Grossman used to put the Indians, the Mexicans and the blacks in the left hand, rear, rear, left hand section. That movie house. So I stopped going back to and, in the soda fountains.","Bueno, no lo hice porque ya no aparecía. Y luego aquí en el Rialto, el cine del East Side. ¡Vaya! Grossman solía poner a los indios, los mexicanos y los negros en la sección de la izquierda, atrás, atrás, izquierda. Ese cine. Así que dejé de ir a las fuentes de soda.",art;food and drink
Thomas Murillo,[02:01:01:08],"I think that,","Yo pienso que,",
Thomas Murillo,[02:01:05:16],"Wow. That Greek guy. And we're kids together, and he he refused to serve over his restaurant trying to do the that, but other than that, I, I don't remember ever being refused service at the soda farms. But I do remember my older sister telling me about one of their black friends. They went into. The Walgreens, to which drugstore.","¡Guau! Ese griego. Éramos niños, y él se negó a atender a su restaurante intentando hacer eso, pero aparte de eso, no recuerdo que me negaran el servicio en las fábricas de refrescos. Pero sí recuerdo que mi hermana mayor me contó sobre uno de sus amigos negros. Fueron a... el Walgreens, a qué farmacia.",greece;food and drink;family
Thomas Murillo,[02:01:35:10],"And they refused to serve the black lady, but, not not hurt. They didn't do that to her. And,","Y se negaron a atender a la señora negra, pero no le hicieron daño. No le hicieron eso. Y,",
Thomas Murillo,[02:01:49:01],"There was discrimination in housing because even I experienced that from this one guy that he worked with in the on the house for. I worked there was house for right now. I knocked the door and my God, there, there he was. And I get one of the report to me, and I know Tony Rogers when he moved in that house down here to him pays.","Había discriminación en la vivienda, porque incluso yo la experimenté con un tipo que trabajaba con él en la casa. Yo trabajaba allí, en ese momento. Toqué a la puerta y, ¡Dios mío!, allí estaba. Recibí un informe, y conozco a Tony Rogers cuando se mudó a esa casa aquí, a él le paga.",
Thomas Murillo,[02:02:12:25],"well, I was told firsthand that he had to go through some legal maneuvers to buy the house because there was objections to. And, do you know Tony.","Bueno, me dijeron de primera mano que tuvo que pasar por trámites legales para comprar la casa porque había objeciones. ¿Y conoces a Tony?",
Thomas Murillo,[02:02:27:15],"You know, well, you know, in the past, he's he's had his own attitudes or his attitudes of superiority. And, that must have taken them. Taken him down one hell of a notch. we,","Ya sabes, bueno, ya sabes, en el pasado, él tenía sus propias actitudes o actitudes de superioridad. Y eso debió haberlo deprimido muchísimo. Nosotros,",
Thomas Murillo,[02:02:47:20],"Since I've been back, he's been friendly to me. And, I was never. I was never seduced by his boss. And I let him know about it. And so we were always very good friends. Really. He's been came. I realize that's just the way he is. And and but the hell he's he was probably the only well, his sister Margaret.","Desde que regresé, ha sido amable conmigo. Y yo nunca lo fui. Nunca me sedujo su jefe. Y se lo hice saber. Así que siempre fuimos muy buenos amigos. De verdad. Ha venido. Me doy cuenta de que así es él. Y, pero demonios, probablemente era el único... bueno, su hermana Margaret.",family
Thomas Murillo,[02:03:16:29],"All right. You and he married this great girl again. They're another example, you know that her father, man, he disowned when she married Tony and then must have been hell road is equal. To who? After all, he just didn't care to be a mason. Sometimes. He was a person who was, several Irish. And his name was Anthony Irish.","Muy bien. Tú y él se casaron de nuevo con esta gran chica. Son otro ejemplo, ya sabes que su padre, hombre, lo repudió cuando ella se casó con Tony y entonces debió ser un infierno. ¿A quién? Después de todo, simplemente no le interesaba ser masón. A veces. Era una persona que era, varios irlandeses. Y se llamaba Anthony Irish.",family;health;ireland
Thomas Murillo,[02:03:41:12],"Rogers. Really? but, on the other hand, he. There's a lot of things that I admire about Tony. he's never drank. He's never smoked, you know, and that's why he looks good at his age. he, he always did. He he's kind of complex in that he was trying to be. He was a wannabe.","Rogers. ¿En serio? Pero, por otro lado, él... Hay muchas cosas que admiro de Tony. Nunca ha bebido. Nunca ha fumado, ¿sabes?, y por eso se ve bien a su edad. Siempre lo ha hecho. Es un poco complejo, porque intentaba serlo. Era un aspirante.",
Thomas Murillo,[02:04:15:13],"He would be. Why would it seem time? He never lost his his, Mexican, traits. You know, he always spoke Spanish. well, he jumped back and forth like the Texan would do with, he, he has some likable qualities, but, you know, it's hard to find with for that. You know, I give him credit.","Lo sería. ¿Por qué parecería que ya era hora? Nunca perdió sus rasgos mexicanos. Sabes, siempre hablaba español. Bueno, saltaba de un lado a otro como lo haría un tejano. Tiene algunas cualidades agradables, pero, ya sabes, es difícil encontrar a alguien con esas cualidades. Sabes, le doy crédito.",mexico
Angela Luckey,[02:04:41:16],Wasn't even president of the Mexican organization at one time.,Ni siquiera fue presidente de la organización mexicana en algún momento.,mexico
Thomas Murillo,[02:04:45:05],"Well, this was after, after I left, there was an organization here that was formed. In fact, you know, we were together before I left, but it was. That's how he exposed himself. You know, this one year, not only to get together food, to, put together the celebration. 50 main, 16 of September. And this one year. Well, I felt to me to, organizing and,","Bueno, esto fue después de que me fui. Se formó una organización aquí. De hecho, ya sabes, estábamos juntos antes de que me fuera, pero así fue. Así fue como se expuso. Este año, no solo para reunir comida, sino para organizar la celebración. 50 Main, 16 de septiembre. Y este año... Bueno, sentí que debía organizar...",culture
Thomas Murillo,[02:05:15:11],"We used the memorial hall for the dance and, and, trying to, for I had to talk to this guy North. I think his name is associated with the dance mortuary. Well, when I went to in the hall, he told me that Tony Broadcasting told him not to write.","Usamos el salón conmemorativo para el baile y, al intentarlo, tuve que hablar con North. Creo que su nombre está relacionado con la morgue del baile. Bueno, cuando fui al salón, me dijo que Tony Broadcasting le había dicho que no escribiera.",recreation
Thomas Murillo,[02:05:46:23],"And so you can imagine. My sponsor, as this is happening, you know, as working together at that time tonight, as good friends with the great big guys named Jake Jacobson. And Jake was very, involved in, Veterans Affairs. In fact, you state commander, the signal veterans, and, boy, a guy who's huge something. And so I wanted to I said, Jake, does that memorial building belong to the American Legion?","Y como pueden imaginar, mi patrocinador, mientras esto sucede, ya saben, trabajando juntos esta noche, era buen amigo de un hombre enorme llamado Jake Jacobson. Jake estaba muy involucrado en Asuntos de Veteranos. De hecho, era el comandante estatal, los veteranos de la señal, y vaya, un hombre muy importante. Así que le pregunté: «Jake, ¿ese edificio conmemorativo pertenece a la Legión Americana?».",
Thomas Murillo,[02:06:24:16],"Only? Oh, hell no. And I said, well, there's cat over there telling me that he can rent me. Like, what? A building. I said, I'm a veteran, but I got as much as it is. But I said, am I not entitled to retire? He said, yeah. I said, well, we won't rent to. And he said, oh, who are you talking about?","¿Solo? ¡Ni hablar! Y le dije: «Bueno, hay un gato ahí que me dice que puede alquilarme». ¿Qué? ¿Un edificio? Le dije: «Soy veterano, pero ya tengo lo que tengo». Pero le pregunté: «¿No tengo derecho a jubilarme?». Dijo que sí. Le dije: «Bueno, no le alquilaremos». Y me dijo: «¿De quién estás hablando?».",conflict
Thomas Murillo,[02:06:47:19],"I talked to him, so he called me. He recommended invoice the state command and told him what was happening down here. And I guess he could not raise his hands and.","Hablé con él, así que me llamó. Recomendó a Bill al mando estatal y le contó lo que estaba pasando aquí. Y supongo que no pudo levantar las manos.",
Thomas Murillo,[02:07:05:07],"A few days Jake said, you call and talk to the weekend. I don't know where they rented you. That's obviously. Well, then later I met, Tony and his wife down there on Center Street one night, and they came to me. I him to speak to him came. I said, you know that story about Tony trying to do that is not true?","Hace unos días, Jake me dijo: «Llama y habla con él el fin de semana. No sé dónde te alquilaron». Eso es obvio. Bueno, luego conocí a Tony y a su esposa allá en la calle Center una noche, y vinieron a verme. Fui a hablar con él. Le dije: «¿Sabes que esa historia de que Tony intentó hacer eso no es cierta?».",family
Thomas Murillo,[02:07:33:08],"He didn't do that. I said, don't come telling me that. Go tell no, he's one. Told him I didn't make up the story. And so from that time on, you know, until I retired and had no use for Tony, you know, I mean, he, you know, my mother kind of things. But as I look back now, I try to figure out why would he do the thing?","Él no hizo eso. Le dije: «No me vengas con eso. Ve y dile que no, que es uno». Le dije que no me lo había inventado. Y así, desde entonces, ya sabes, hasta que me jubilé y dejé de necesitar a Tony, ya sabes, o sea, él, ya sabes, cosas de mi madre. Pero ahora, al mirar atrás, intento entender por qué haría eso.",family
Thomas Murillo,[02:07:56:25],"And the only answer I can come up with is that he's chosen, as so many of us are, of course, and that it's pretty childish thing to do. I mean, who was his reason? Because he was not the head of the of that group at that time. But, I had insinuated myself into that position. Some, you know, other guys had suggested to me, just like he came to be the, the leader in previous times.","Y la única respuesta que se me ocurre es que él fue elegido, como muchos de nosotros, por supuesto, y que es algo bastante infantil. O sea, ¿quién lo motivó? Porque no era el líder de ese grupo en ese momento. Pero yo me había insinuado a ocupar ese puesto. Algunos, ya sabes, otros me lo habían sugerido, al igual que él llegó a ser el líder en épocas anteriores.",
Thomas Murillo,[02:08:25:27],"And he did later on to...",Y más tarde también tenía un arma. Y también había...,
