speaker,timestamp,translation,words,tags
Thomas Murillo,[01;41;38;01],"And what we were doing up there was they were building in Alaska Highway at the time, and Whitehorse was a midpoint. they started Edmonton and and was in Fairbanks. In between was Whitehorse. So this little railroad from Skagway up to White Horse was bringing those supplies. It junior troops up there. So the army took that route over.","Y lo que estábamos haciendo allí era que estaban construyendo en Alaska Highway en ese momento, y Whitehorse era un punto medio. Comenzaron en Edmonton y estaban en Fairbanks. En el medio estaba Whitehorse. Así que este pequeño ferrocarril desde Skagway hasta White Horse traía esos suministros. Hay tropas jóvenes allí arriba. Entonces el ejército tomó esa ruta.",animals;conflict
Thomas Murillo,[01;42;03;24],"And I went first up to Whitehorse from Whitehorse, and they sent me down to, a place called Log Cabin in British Columbia. And, so I was there, I don't know how many months I was there. I don't remember very well. Could have been there six months. But as it happened in that, in that company, because we were all getting dances, Mexicans were.","Y fui primero a Whitehorse desde Whitehorse, y me enviaron a un lugar llamado Log Cabin en Columbia Británica. Y entonces estuve allí, no sé cuántos meses estuve allí. No lo recuerdo muy bien. Podría haber estado allí seis meses. Pero como pasó en eso, en esa compañía, porque todos estábamos bailando, los mexicanos sí.",happiness
Thomas Murillo,[01;42;40;18],"The railroads in this country uses a lot of Mexicans as gang dancers, track laborers. You and I got in that company there. I think I caught 33 of us, and some of them were from Mexicans and speak English, so they quickly decided they'd better have somebody in there and spoke the two languages. But they knew somebody could work in the office.","Los ferrocarriles de este país utilizan a muchos mexicanos como bailarines de pandillas, trabajadores de las vías. Tú y yo entramos en esa empresa allí. Creo que atrapé a 33 de nosotros, y algunos de ellos eran mexicanos y hablaban inglés, así que rápidamente decidieron que sería mejor tener a alguien allí y hablara los dos idiomas. Pero sabían que alguien podía trabajar en la oficina.",happiness
Thomas Murillo,[01;43;05;10],"You see, it wasn't enough. You know, most of spoke English, Spanish, but it want somebody could really help them. Aside from the right to do the work in the office. So they, the guy was doing it, the guy from Montana. And he would become friendly friend from the time down in Mexico. And, so, he suggested me.","Verás, no fue suficiente. Ya sabes, la mayoría hablaba inglés, español, pero quería que alguien realmente pudiera ayudarlos. Aparte del derecho a realizar el trabajo en la oficina. Entonces ellos, el tipo que estaba haciendo, el tipo de Montana. Y se convertiría en un amigo amistoso desde su época en México. Y entonces me sugirió.",
Thomas Murillo,[01;43;38;19],"And so they looked at my record, and then they looked at the other records of the other question guys, and I was going to graduate from high school. So they sent me a letter asking me if I was interested in came down working with the. Yeah, I just gone through my first winter up to, you know, 45 degrees below zero is not exactly.","Y entonces miraron mi expediente, y luego miraron los otros expedientes de los otros chicos de la pregunta, y yo iba a graduarme de la escuela secundaria. Entonces me enviaron una carta preguntándome si estaba interesado en trabajar con ellos. Sí, acabo de pasar mi primer invierno hasta, ya sabes, 45 grados bajo cero no es exactamente.",education
Thomas Murillo,[01;44;05;18],"Yeah, well, I spent too much time and. Yeah, Carmen told me that I'd like to come down, so come on down. Let's see what happened. So I went down there and they they talked to me and they decided. Yeah, well, it, it was, was pretty well cut and dried because I could type and, I could spell and I could write.","Sí, bueno, pasé demasiado tiempo y. Sí, Carmen me dijo que me gustaría bajar, así que baja. Vamos a ver que pasó. Entonces fui allí y ellos hablaron conmigo y decidieron. Sí, bueno, estaba bastante bien definido porque podía escribir a máquina, podía deletrear y escribir.",economy
Thomas Murillo,[01;44;35;17],"And so that's how I was able to, avoid being shot at by Japanese, German soldiers. And, at the time, I kind of feel guilty because I got a lot of my buddies from here or getting shot up there. I was working in the office, but then I started remembering those days when they couldn't hire me here.","Y así fue como pude evitar que los soldados japoneses y alemanes me dispararan. Y, en ese momento, me siento un poco culpable porque muchos de mis amigos vinieron de aquí o recibieron disparos allá. Estaba trabajando en la oficina, pero luego comencé a recordar esos días en que no podían contratarme aquí.",conflict
Thomas Murillo,[01;45;06;26],"And I couldn't swim in this YMCA because I was rescued. I said, well, actually, I don't have that big a stake in this war. And and I start feeling guilty because, if, that's the way it is, you know, I'm not an American. If I'm not ready, what the hell businesses do? I have been, killed for this country.","Y no pude nadar en este YMCA porque fui rescatado. Dije, bueno, en realidad no tengo mucho en juego en esta guerra. Y empiezo a sentirme culpable porque, si así es, ya sabes, no soy estadounidense. Si no estoy preparado, ¿qué diablos hacen las empresas? Me han matado por este país.",conflict
Thomas Murillo,[01;45;29;29],"You know, I came to peace with that, you know, and, I, I didn't choose the branch of service to go, and I could have easily.","Sabes, llegué a la paz con eso, ya sabes, y no elegí la rama de servicio a la que ir, y podría haberlo hecho fácilmente.",conflict;economy
Unknown,[01;45;40;02],Got in the country.,Llegó al país.,
Thomas Murillo,[01;45;45;27],"I did start to sidestep that suggestion that I go see. Yes, because I know I would wound up being treated. So I, it was just a matter of luck, and that's all it was. And I didn't I didn't pull the cards from the deck. Somebody else did.","Empecé a eludir la sugerencia de ir a ver. Sí, porque sé que terminaría siendo tratado. Así que fue sólo cuestión de suerte y eso fue todo. Y no lo hice, no saqué las cartas de la baraja. Alguien más lo hizo.",
Angela Luckey,[01;46;08;23],So in the office work. What kind of work?,Entonces en el trabajo de oficina. ¿Qué tipo de trabajo?,
Thomas Murillo,[01;46;11;13],"Well, I was raised as a typist, and I, you know, I did, I wrote letters, typed letters and, Even, translated the articles of war through. So it's this one guy's from Mexico and the guy in trouble, and he was given a punishment to come on mission consist of walking up and down the country area for field, packing them on the rifle.","Bueno, me criaron como mecanógrafo, y yo, ya sabes, lo hice, escribí cartas, mecanografié cartas e, incluso, traduje los artículos de guerra. Entonces, este tipo es de México y el que está en problemas, y le dieron un castigo por venir a la misión que consiste en caminar de un lado a otro del campo para ir al campo, empujándolos con el rifle.",conflict;agriculture
Thomas Murillo,[01;46;43;02],"This was his punishment. I don't remember what he did. He got drunk and he got in the fight or something. Later on he tried to pick one on me. But anyway, he said he didn't understand what his sentence was. So they asked me to write articles of war in Spanish, which I did. So, you know, that was kind of stuff like, I, I did, and you know what?","Este fue su castigo. No recuerdo lo que hizo. Se emborrachó y se metió en la pelea o algo así. Más tarde intentó elegirme uno. Pero de todos modos, dijo que no entendía cuál era su sentencia. Entonces me pidieron que escribiera artículos de guerra en español, lo cual hice. Entonces, ya sabes, eso fue algo así como, yo, lo hice, ¿y sabes qué?",conflict
Thomas Murillo,[01;47;06;14],"Guys like that, they come in, get in trouble. You know, they'd be up in the mountains for a long time, and then they come down for one reason or another, and they'd go downtown Skagway and get drunk, and you'd get in fights, breaks out. So they'd make a guard house and then piece of them in and then, you know, Ken, the captain invested.","Los tipos así entran y se meten en problemas. Ya sabes, estaban en las montañas durante mucho tiempo, y luego bajaban por una razón u otra, iban al centro de Skagway y se emborrachaban, y uno se peleaba y se escapaba. Entonces harían una caseta de vigilancia y luego las dividirían y luego, ya sabes, Ken, el capitán invirtió.",
Thomas Murillo,[01;47;30;13],sit in judgment. So a lot he couldn't understand what it was all about. So that's where they used me.,sentarse a juzgar. Tanto que no podía entender de qué se trataba. Entonces ahí es donde me usaron.,
Thomas Murillo,[01;47;39;08],"And it was that had to work. And keeping records was like, they were laying a new rail line someplace up in the mountains there, and I had to keep a progress report. How many times a plane and how many rail they made each day. Things like that.",Y era que tenía que funcionar. Y llevar registros era como si estuvieran poniendo una nueva línea ferroviaria en algún lugar de las montañas y yo tenía que llevar un informe de progreso. Cuántas veces un avión y cuántos trenes hacían cada día. Ese tipo de cosas.,
Angela Luckey,[01;48;04;02],"Did you tell me that there were some soldiers that were drafted, some Mexican guys that were not citizens?","¿Me dijiste que hubo algunos soldados que fueron reclutados, algunos mexicanos que no eran ciudadanos?",conflict
Thomas Murillo,[01;48;11;05],"Yeah, that one guy. That one little guy. I can't think his name right now. Yeah, he was from Japan. And, he could hardly speak. English. And, that's, you know, another guy named George. Really nice guy from. Chicago. But he was from Mexico.","Sí, ese tipo. Ese pequeño. No puedo pensar en su nombre ahora mismo. Sí, era de Japón. Y apenas podía hablar. Inglés. Y ese es, ya sabes, otro tipo llamado George. Un tipo muy agradable de. Chicago. Pero él era de México.",
Angela Luckey,[01;48;39;23],"And, well, they take 1 or 2, or they were.","Y bueno, se llevan 1 o 2, o fueron.",
Thomas Murillo,[01;48;42;27],Just.,Justo.,
Angela Luckey,[01;48;44;00],What happened to draft and they didn't have.,Lo que pasó con el draft y no lo tenían.,
Thomas Murillo,[01;48;46;15],"They do. I mean, my two brothers were not citizens, and they were both of my, my oldest brother was one of the first guys drafted here in town. But, again, that was another job that I got was, they made it easy for these guys to get their citizenship and what they had to do there, what we did, there's, we get on the train.","Ellas hacen. Quiero decir, mis dos hermanos no eran ciudadanos y ambos eran míos. Mi hermano mayor fue uno de los primeros reclutados aquí en la ciudad. Pero, nuevamente, ese fue otro trabajo que conseguí: hicieron que fuera fácil para estos muchachos obtener su ciudadanía y lo que tenían que hacer allí, lo que hicimos, nos subimos al tren.",family;economy
Thomas Murillo,[01;49;10;26],"The trains ran from Skagway across the border into Canada, not from the Yukon Territory. And they would have to get on the train and cross the Canadian border to go into Canada and then go back across into Alaska. And at that point, then they had crossed into the United States, and that time they were given, their citizenship.","Los trenes iban desde Skagway a través de la frontera hacia Canadá, no desde el territorio de Yukon. Y tendrían que subirse al tren y cruzar la frontera canadiense para entrar a Canadá y luego regresar a Alaska. Y en ese momento, habían cruzado a los Estados Unidos y en ese momento se les dio su ciudadanía.",migration
Thomas Murillo,[01;49;37;21],"It was simple as that. So, perhaps it was something that had been. Caused by the war. And it was made easy for these guys. I, I never did ask the two brothers how they went about it. I know how they got their citizenship to.","Fue así de simple. Entonces, tal vez fue algo que había sucedido. Causado por la guerra. Y a estos muchachos se les hizo fácil. Yo, nunca les pregunté a los dos hermanos cómo lo hicieron. Sé cómo obtuvieron su ciudadanía.",conflict;family
Angela Luckey,[01;50;00;05],"And you said, that you were used for translating the law. It is. Your relatives speak Spanish important to you?",Y dijiste que fuiste utilizado para traducir la ley. Es. ¿Tus familiares hablan español importante para ti?,
Thomas Murillo,[01;50;10;04],"Yeah. Yeah, I I'm sorry, but it's Texans that because we feel that way? Yeah. I just can't see this carrying on conversation, jumping from word from one language to the other. You go along with it. Fine. And then kind of calling yourself bilingual. I just don't think that's bilingual around easy you can speak to line is completely cut and, if you can't do, any business, call yourself bilingual.","Sí. Sí, lo siento, pero ¿son los tejanos porque nos sentimos así? Sí. Simplemente no puedo ver esto manteniendo una conversación, saltando de una palabra de un idioma a otro. Tú lo aceptas. Bien. Y luego llamarse bilingüe. Simplemente no creo que sea bilingüe. Es fácil hablar con él. La línea está completamente cortada y, si no puede hacer ningún negocio, llámese bilingüe.",economy
Thomas Murillo,[01;50;40;19],"But. No, I met this guy in Leone.","Pero. No, conocí a este tipo en Leona.",
Thomas Murillo,[01;50;46;25],"Once. I guess it was that year ago, and I went to Mexico. We were in this bus station and I started talking to this guy who's American who spoke Spanish. He lived there. And then all of a sudden, in conversation, he says, you're not, Mexican. He said something about, why are you saying here? You said.","Una vez. Supongo que fue hace ese año y fui a México. Estábamos en una estación de autobuses y comencé a hablar con un tipo estadounidense que hablaba español. Vivía allí. Y de repente, en una conversación, dice: ""No eres mexicano"". Dijo algo sobre, ¿por qué dices aquí? Usted dijo.",
Thomas Murillo,[01;51;12;12],"He said, yeah. And you don't speak Spanish like a Mexican? Mexican because I speak Spanish. Right. And something like that. And it, it got me pretty upset. And when we got back to California. Now, I'm not gonna let you get away from me, so I'm going to. This is 1964, right? I decided I was going to make an effort to, try and retain what I already had and maybe improve on it.","Él dijo, sí. ¿Y no hablas español como un mexicano? Mexicano porque hablo español. Bien. Y algo así. Y eso me molestó bastante. Y cuando regresamos a California. Ahora, no voy a dejar que te alejes de mí, así que lo haré. Esto es 1964, ¿verdad? Decidí que iba a hacer un esfuerzo para intentar conservar lo que ya tenía y tal vez mejorarlo.",
Thomas Murillo,[01;51;47;19],"The American,","El americano,",
Thomas Murillo,[01;51;52;24],"The matter of my being born being Mexican also was, Inspired, if you want to call it that, by a guy during the war. He was from Mississippi and there were seven horse races. There are. He told me one day that, as soon as this country was finished with the Germans projects, they were going to take care of the Mexicans to.","El asunto de que yo naciera mexicano también fue, inspirado, si se quiere llamar así, por un tipo durante la guerra. Él era de Mississippi y había siete carreras de caballos. Hay. Me dijo un día que, en cuanto este país terminara con los proyectos alemanes, se iban a encargar de los mexicanos.",conflict;animals
Thomas Murillo,[01;52;22;14],"And, it increasingly enraged me more because I didn't know what to say. I didn't know how to answer. And then the more I thought about, the more I said, well, one reason is because you know what being Mexican is. And so I grew. When this war is over, my Mexican wait for that. And some people he comes across.","Y cada vez me enojaba más porque no sabía qué decir. No supe cómo responder. Y luego, cuanto más pensaba, más decía, bueno, una razón es porque sabes lo que es ser mexicano. Y así crecí. Cuando esta guerra termine, mis mexicanos esperen eso. Y algunas personas con las que se cruza.",conflict
Thomas Murillo,[01;52;52;20],"But more than that, going for it. That's what this is all about. So, they didn't go to Mexico, but I did go in 1951 and the first time I saw those pyramids that they had to work on, and that's when I knew what being a Mexican was all about at that time, I was I to study all I can about being Mexican, about Mexican history, but I don't know what the hell to talk when somebody says that to you.","Pero más que eso, ir a por ello. De eso se trata todo esto. Entonces, ellos no fueron a México, pero yo sí fui en 1951 y la primera vez que vi esas pirámides en las que tenían que trabajar, y fue entonces cuando supe lo que era ser mexicano en ese momento, estaba yo. estudiar todo lo que pueda sobre ser mexicano, sobre la historia de México, pero no sé de qué carajo hablar cuando alguien te dice eso.",history
Thomas Murillo,[01;53;22;14],Now have an answer. Let's see. And that's what that's what what impelled me to study Mexican history. To study everything I could about it. And I studied.,Ahora tenga una respuesta. Vamos a ver. Y eso es lo que me impulsó a estudiar historia de México. Para estudiar todo lo que pudiera al respecto. Y estudié.,history
Angela Luckey,[01;53;42;04],"Said important to your daughter, to Spanish speaking Spanish in the culture?",¿Dijo importante para su hija que el español hable español en la cultura?,family;recreation
Thomas Murillo,[01;53;47;17],"No, she does speak French. She's very much, a student of the culture teaching. But, she's the Spanish is because she doesn't, all of the years have gone by, she's let it go by, they call it procrastination, and she certainly has interest in it. She can understand something glorious, you understand? But, she she doesn't know anything about it, but picking it up.","No, ella habla francés. Ella es, en gran medida, una estudiante de la enseñanza de la cultura. Pero ella es española porque no, han pasado todos los años, lo ha dejado pasar, le llaman procrastinación, y seguro que le interesa. Ella puede entender algo glorioso, ¿entiendes? Pero ella no sabe nada al respecto, excepto recogerlo.",education;recreation;economy
Thomas Murillo,[01;54;21;15],"But all the rest of it. Yeah, she the music, the food, she likes, you know, going to she really enjoyed going down this archeological places. So she's gotten that much out of the.","Pero todo lo demás. Sí, a ella le gusta la música, la comida, ya sabes, realmente disfrutó yendo a estos lugares arqueológicos. Así que ella ha sacado mucho provecho del.",culture
Angela Luckey,[01;54;39;09],"Crappy travel in Mexico, Where have you traveled this?","Mierda de viaje en México, ¿Dónde has viajado esto?",
Thomas Murillo,[01;54;44;04],"Well, where are you from? The north to the south and east to the west. going through. Right. Juarez. All the way down to Yucatan. The border is out to my right. And from the cruise to, wireless, which are on the Pacific. I haven't gone to a good book. and that's, you know, there's nothing there that interests me.","¿Bien, de dónde eres? De norte a sur y de este a oeste. ir a través. Bien. Juárez. Todo el camino hasta Yucatán. La frontera está a mi derecha. Y desde los cruceros hasta los inalámbricos, que están en el Pacífico. No he ido a un buen libro. y eso es, ya sabes, no hay nada ahí que me interese.",migration;economy
Thomas Murillo,[01;55;13;05],"there's nothing historic that I can think of. And everybody wants to go without a book all the way out in the sun and get a tan. And I tell people, hell, I got my of standard equipment or, you know, I don't have to go to Homestead Beach to get a tan. and, I've been as close to this Tuscan passage for I, I want to go back up close to me, it means wealth and a wealthy person.","No se me ocurre nada histórico. Y todo el mundo quiere salir al sol sin libros y broncearse. Y le digo a la gente, diablos, tengo mi equipo estándar o, ya sabes, no tengo que ir a Homestead Beach para broncearme. y he estado tan cerca de este pasaje toscano porque quiero volver a acercarme a mí, significa riqueza y una persona rica.",labor
Thomas Murillo,[01;55;41;24],"And I don't mean that I've done that. I cruise. Oh, that, that's really that's on the blanks, I think. Yeah, that hits me just right. A lot of good seafood buffet and great music. Yeah. Every day new music starts done. Plus, just goes on till midnight. I like it, I like the very hot in the backwoods.","Y no quiero decir que haya hecho eso. Yo navego. Oh, eso, eso realmente está en los espacios en blanco, creo. Sí, eso me golpea perfectamente. Un montón de buen buffet de mariscos y buena música. Sí. Cada día empieza a hacerse música nueva. Además, continúa hasta medianoche. Me gusta, me gusta el calor del campo.",culture;agriculture
Thomas Murillo,[01;56;13;23],"Then you could turn on. I could, because those people really are different. Different from us, from you, from you and from me. I sit there and I'm listening, talking and their mind language. And I say, how kind of we're brothers. How come I don't understand? Interesting is because they're speaking mind, you see, very tiny people, and their history is very fascinating.","Entonces podrías encenderlo. Podría, porque esas personas realmente son diferentes. Diferente a nosotros, a ti, a ti y a mí. Me siento allí y escucho, hablo y su lenguaje mental. Y yo digo, qué amables somos hermanos. ¿Cómo es que no entiendo? Lo interesante es que son personas muy pequeñas que hablan mentalmente, y su historia es muy fascinante.",family;history
Thomas Murillo,[01;56;45;09],"and, yeah, I, like you could tell so many archeological, zones to go to. This fascinates me. God, last year we to my school with intention was only the intention of going stay to work workload to research our family. Well, I also wanted to go to Yucatan, so I put the horse we recorded we had in the car.","y sí, yo, como si pudieras decir tantas zonas arqueológicas a las que ir. Esto me fascina. Dios, el año pasado fuimos a mi escuela con la única intención de quedarnos a trabajar para investigar a nuestra familia. Bueno, yo también quería ir a Yucatán, así que puse en el auto el caballo que grabamos que teníamos.",education;family;animals
Thomas Murillo,[01;57;13;03],"I went to town first, and then I stayed. So on that by the time I started back, I didn't have time to go to one.","Primero fui a la ciudad y luego me quedé. Entonces, cuando comencé de regreso, no tuve tiempo de ir a ninguno.",
Angela Luckey,[01;57;23;10],"I'm planning to go to summer, but.","Estoy planeando ir al verano, pero.",
Thomas Murillo,[01;57;26;29],"in fact, she just brought it up today, and, I told her I'm not in any hurry. Rather, we got this work done and, in the fall would be all right. And, my youngest brother, I think, wants to go with me, but I told going on, I can only tell you that it will be between now and the end of the year, because I don't want to say I want to go.","de hecho, ella acaba de sacar el tema hoy y le dije que no tengo ninguna prisa. Más bien, hicimos este trabajo y, en el otoño, todo estaría bien. Y mi hermano menor, creo, quiere ir conmigo, pero ya le dije, solo puedo decirles que será de aquí a fin de año, porque no quiero decir que quiero. ir.",family
Thomas Murillo,[01;57;52;27],"I want to hold him up waiting on me because I'm, you know, I'm no longer meeting any schedules. But, of course, that's what worked against me when I went to Mexico. And I wasn't working against any schedules. And but I got my time out and I was down $2 when I got.","Quiero que siga esperándome porque, ya sabes, ya no cumplo con ningún horario. Pero, por supuesto, eso fue lo que jugó en mi contra cuando fui a México. Y no estaba trabajando contra ningún horario. Pero se me acabó el tiempo y perdí $2 cuando lo conseguí.",education
Thomas Murillo,[01;58;15;27],"To 30. But, you know, that's from having from not having my services invite me in, but I just didn't arrangement schedule, my itinerary set. Well I didn't a lot of travel time see. And they really caught up with you.","A 30. Pero, ya sabes, eso se debe a que no tuve mis servicios para invitarme a entrar, pero simplemente no organicé el horario, mi itinerario establecido. Bueno, no vi mucho tiempo de viaje. Y realmente te alcanzaron.",economy
Angela Luckey,[01;58;34;19],Is it looks like we just have a little bit left. And I didn't ask you about the discrimination. Maybe you or your family experience in Pocatello.,Parece que solo nos queda un poquito. Y no te pregunté sobre la discriminación. Quizás usted o su familia experimenten Pocatello.,migration;family;idaho
Thomas Murillo,[01;58;47;05],"It wasn't it wasn't talked about very much again. And I think it's not I think that it wasn't because they it was an experience or because one thing we slept in under the rug, it's because we,","No fue así, no se volvió a hablar mucho de eso. Y creo que no fue porque fue una experiencia o porque algo en lo que dormimos debajo de la alfombra, es porque nosotros,",
Thomas Murillo,[01;59;09;08],"We mixed among ourselves and, again, you know, told you back when they turned me down for the job. Yeah. the railroad, that, freight house. And as an apprentice machinist, when I was proposed to the Union by this guy. And then they didn't allow me to use that, swimming pool at the one and see, you know, my father paid a subsidy and for this paycheck.","Nos mezclamos entre nosotros y, de nuevo, ya sabes, te respondimos cuando me rechazaron para el trabajo. Sí. el ferrocarril, eso, casa de carga. Y como aprendiz de maquinista, cuando este tipo me propuso matrimonio al Sindicato. Y luego no me permitieron usar esa piscina y mira, ya sabes, mi padre pagó un subsidio y por este sueldo.",economy;family
Thomas Murillo,[01;59;45;19],"And I know that it happened to other guys, too. at the same time, other Mexicans who are lighter skinned or like you, you see.","Y sé que también les pasó a otros chicos. al mismo tiempo, otros mexicanos que son de piel más clara o como tú, ya ves.",
Angela Luckey,[01;59;55;07],"What a lot of that like to see, and.","Que mucho de eso les gusta ver, y.",
Thomas Murillo,[01;59;57;25],"Oh, yeah. And, soda fountain in the early in the early, Way back when I was, you know, I might have been ten, 11, 12 years old. And, something happened at the Strand Theater. I don't know what they told me, what they tried to do. Me and I got mad, and I told this friend of mine, he was a Basque, and I told him about it, and he said, you go tell them that your money is as good as anybody else's money.","Oh sí. Y, fuente de refrescos en las primeras horas de la mañana, cuando yo tenía, ya sabes, podría haber tenido diez, 11, 12 años. Y algo sucedió en el Strand Theatre. No sé qué me dijeron, qué intentaron hacer. Yo y yo nos enojamos, y le dije a un amigo mío, que era vasco, y se lo conté, y me dijo, ve y diles que tu dinero es tan bueno como el de cualquier otra persona.",recreation
Thomas Murillo,[02;00;28;05],"Well, I didn't do that because I just didn't show my face anymore. and then over here at the at the Rialto, the East Side theater. Oh, man. Grossman used to put the Indians, the Mexicans and the blacks in the left hand, rear, rear, left hand section. That movie house. So I stopped going back to and, in the soda fountains.","Bueno, no hice eso porque ya no volví a mostrar mi cara. y luego aquí en el Rialto, el teatro del East Side. Oh hombre. Grossman solía poner a los indios, a los mexicanos y a los negros en la sección de la mano izquierda, atrás, atrás, mano izquierda. Esa sala de cine. Entonces dejé de volver a las fuentes de refrescos.",recreation
Thomas Murillo,[02;01;01;08],"I think that,","Creo que,",
Thomas Murillo,[02;01;05;16],"Wow. That Greek guy. And we're kids together, and he he refused to serve over his restaurant trying to do the that, but other than that, I, I don't remember ever being refused service at the soda farms. But I do remember my older sister telling me about one of their black friends. They went into. The Walgreens, to which drugstore.","Guau. Ese chico griego. Y somos niños juntos, y él se negó a servir en su restaurante tratando de hacer eso, pero aparte de eso, no recuerdo que alguna vez me hayan negado el servicio en las granjas de refrescos. Pero sí recuerdo que mi hermana mayor me habló de uno de sus amigos negros. Entraron. Los Walgreens, a qué farmacia.",economy;family
Thomas Murillo,[02;01;35;10],"And they refused to serve the black lady, but, not not hurt. They didn't do that to her. And,","Y se negaron a atender a la señora negra, pero, no, no lastimadas. No le hicieron eso. Y,",
Thomas Murillo,[02;01;49;01],"There was discrimination in housing because even I experienced that from this one guy that he worked with in the on the house for. I worked there was house for right now. I knocked the door and my God, there, there he was. And I get one of the report to me, and I know Tony Rogers when he moved in that house down here to him pays.","Hubo discriminación en la vivienda porque incluso yo experimenté eso por parte de este tipo con el que trabajaba en la casa. Trabajé allí había casa por ahora. Toqué la puerta y Dios mío, ahí, ahí estaba. Y recibí uno de los informes, y conozco a Tony Rogers cuando se mudó a esa casa aquí para que él pague.",migration;economy
Thomas Murillo,[02;02;12;25],"well, I was told firsthand that he had to go through some legal maneuvers to buy the house because there was objections to. And, do you know Tony.","bueno, me dijeron de primera mano que tuvo que pasar por algunas maniobras legales para comprar la casa porque había objeciones. ¿Y conoces a Tony?",
Thomas Murillo,[02;02;27;15],"You know, well, you know, in the past, he's he's had his own attitudes or his attitudes of superiority. And, that must have taken them. Taken him down one hell of a notch. we,","Ya sabes, bueno, ya sabes, en el pasado, él tuvo sus propias actitudes o sus actitudes de superioridad. Y eso debe haberlos tomado. Lo derribó muchísimo. nosotros,",
Thomas Murillo,[02;02;47;20],"Since I've been back, he's been friendly to me. And, I was never. I was never seduced by his boss. And I let him know about it. And so we were always very good friends. Really. He's been came. I realize that's just the way he is. And and but the hell he's he was probably the only well, his sister Margaret.","Desde que regresé, ha sido amigable conmigo. Y nunca lo fui. Nunca me sedujo su jefe. Y se lo hice saber. Y por eso siempre fuimos muy buenos amigos. En realidad. Ha venido. Me doy cuenta de que así es él. Y pero diablos, él probablemente era el único que estaba bien, su hermana Margaret.",family
Thomas Murillo,[02;03;16;29],"All right. You and he married this great girl again. They're another example, you know that her father, man, he disowned when she married Tony and then must have been hell road is equal. To who? After all, he just didn't care to be a mason. Sometimes. He was a person who was, several Irish. And his name was Anthony Irish.","Está bien. Tú y él os casasteis de nuevo con esta gran chica. Son otro ejemplo, sabes que su padre, hombre, él repudió cuando ella se casó con Tony y luego debe haber sido un infierno en el camino. ¿A quién? Después de todo, a él simplemente no le importaba ser albañil. A veces. Era una persona que era, varios irlandeses. Y su nombre era Anthony Irish.",family
Thomas Murillo,[02;03;41;12],"Rogers. Really? but, on the other hand, he. There's a lot of things that I admire about Tony. he's never drank. He's never smoked, you know, and that's why he looks good at his age. he, he always did. He he's kind of complex in that he was trying to be. He was a wannabe.","Rogers. ¿En realidad? pero, por otro lado, él. Hay muchas cosas que admiro de Tony. nunca ha bebido. Nunca ha fumado, ¿sabe?, y por eso tiene buen aspecto a su edad. él, él siempre lo hizo. Él es un poco complejo en lo que intentaba ser. Era un aspirante.",
Thomas Murillo,[02;04;15;13],"He would be. Why would it seem time? He never lost his his, Mexican, traits. You know, he always spoke Spanish. well, he jumped back and forth like the Texan would do with, he, he has some likable qualities, but, you know, it's hard to find with for that. You know, I give him credit.","Él sería. ¿Por qué parecería tiempo? Nunca perdió sus rasgos mexicanos. Ya sabes, él siempre habló español. Bueno, saltaba de un lado a otro como lo haría el texano. Tiene algunas cualidades agradables, pero, ya sabes, es difícil encontrar algo para eso. Sabes, le doy crédito.",economy
Angela Luckey,[02;04;41;16],Wasn't even president of the Mexican organization at one time.,Ni siquiera fue presidente de la organización mexicana en algún momento.,
Thomas Murillo,[02;04;45;05],"Well, this was after, after I left, there was an organization here that was formed. In fact, you know, we were together before I left, but it was. That's how he exposed himself. You know, this one year, not only to get together food, to, put together the celebration. 50 main, 16 of September. And this one year. Well, I felt to me to, organizing and,","Bueno, esto fue después de que me fui, se formó una organización aquí. De hecho, ya sabes, estábamos juntos antes de que me fuera, pero así fue. Así se expuso. Ya sabes, este año, no solo para reunir comida, para organizar la celebración. 50 principal, 16 de septiembre. Y este año. Bueno, me sentí como para organizarme y,",
Thomas Murillo,[02;05;15;11],"We used the memorial hall for the dance and, and, trying to, for I had to talk to this guy North. I think his name is associated with the dance mortuary. Well, when I went to in the hall, he told me that Tony Broadcasting told him not to write.","Usamos el salón conmemorativo para el baile y lo intenté, porque tenía que hablar con este tipo, North. Creo que su nombre está asociado con la danza mortuoria. Bueno, cuando fui al pasillo, me dijo que Tony Broadcasting le había dicho que no escribiera.",
Thomas Murillo,[02;05;46;23],"And so you can imagine. My sponsor, as this is happening, you know, as working together at that time tonight, as good friends with the great big guys named Jake Jacobson. And Jake was very, involved in, Veterans Affairs. In fact, you state commander, the signal veterans, and, boy, a guy who's huge something. And so I wanted to I said, Jake, does that memorial building belong to the American Legion?","Y así te lo puedes imaginar. Mi patrocinador, mientras esto sucede, ya sabes, trabajando juntos a esa hora de esta noche, como buenos amigos de los grandes llamados Jake Jacobson. Y Jake estaba muy involucrado en Asuntos de Veteranos. De hecho, usted, el comandante estatal, los veteranos de las señales y, vaya, un tipo que es algo enorme. Entonces quise decir, Jake, ¿ese edificio conmemorativo pertenece a la Legión Americana?",
